FECHA,CO,NO,NO2,NOX,O3,PM10,SO2
28/06/2021,0.09,6,13,19,7,15,0
28/06/2021,0.27,9,16,26,5,21,1
28/06/2021,0.32,22,19,41,2,7,1
28/06/2021,0.51,39,22,61,2,14,1
28/06/2021,0.62,44,19,63,4,17,1
28/06/2021,0.68,49,23,71,6,21,1
28/06/2021,0.77,47,24,71,10,27,1
28/06/2021,0.6,30,25,55,18,31,1
28/06/2021,0.43,19,23,43,24,24,1
28/06/2021,0.53,18,27,44,32,34,1
28/06/2021,0.51,13,28,41,37,26,1
28/06/2021,0.45,10,23,32,38,26,1
28/06/2021,0.3,9,21,30,25,24,1
28/06/2021,0.26,8,13,21,23,15,1
28/06/2021,0.49,14,23,36,14,11,1
28/06/2021,0.61,16,31,47,9,19,1
28/06/2021,0.52,20,25,45,4,16,1
28/06/2021,0.95,26,28,54,1,15,1
28/06/2021,0.86,24,27,51,2,17,1
28/06/2021,0.29,19,26,45,3,19,3
28/06/2021,0.35,13,26,39,2,12,2
29/06/2021,0.38,12,22,34,2,11,1
29/06/2021,0.27,8,20,28,2,7,1
29/06/2021,0.25,15,20,35,2,19,1
29/06/2021,0.33,21,18,40,2,17,1
29/06/2021,0.51,34,19,53,2,15,1
29/06/2021,0.71,77,22,100,1,32,2
29/06/2021,0.88,78,18,96,2,25,2
29/06/2021,0.77,61,24,85,4,30,1
29/06/2021,0.81,47,26,73,9,38,2
29/06/2021,0.65,31,27,58,16,36,1
29/06/2021,0.6,21,29,50,32,36,1
29/06/2021,0.64,15,39,54,45,43,1
29/06/2021,0.67,12,37,49,60,53,1
29/06/2021,0.69,7,36,43,58,58,1
29/06/2021,0.74,9,47,56,37,46,1
29/06/2021,1.01,26,48,74,17,42,2
29/06/2021,0.97,32,44,76,8,33,2
29/06/2021,1,46,52,98,5,28,2
29/06/2021,1.22,65,58,122,3,42,3
29/06/2021,0.53,11,33,44,13,26,2
29/06/2021,0.55,27,45,72,3,25,1
29/06/2021,0.75,14,37,51,4,15,1
29/06/2021,0.63,13,37,50,3,21,1
29/06/2021,0.66,29,36,65,2,30,1
30/06/2021,0.61,24,38,62,2,36,1
30/06/2021,0.62,37,33,70,2,20,2
30/06/2021,0.4,15,25,40,2,23,1
30/06/2021,0.38,13,26,39,2,19,1
30/06/2021,0.42,23,26,49,2,26,1
30/06/2021,0.61,40,27,67,1,36,1
30/06/2021,0.69,43,30,73,2,38,1
30/06/2021,1.31,65,32,96,2,40,2
30/06/2021,0.87,40,29,69,3,35,2
30/06/2021,1.48,59,33,93,4,60,2
30/06/2021,1.08,47,34,81,6,44,2
30/06/2021,1.2,53,39,92,8,69,2
30/06/2021,0.87,27,29,55,24,44,2
30/06/2021,0.44,12,22,34,46,45,2
30/06/2021,0.45,5,24,29,59,49,2
30/06/2021,0.59,11,36,47,42,58,2
30/06/2021,0.59,19,40,60,30,56,3
30/06/2021,0.53,12,23,35,30,49,2
30/06/2021,0.41,11,18,29,19,30,1
30/06/2021,0.34,13,20,33,12,34,1
30/06/2021,0.35,9,20,29,11,19,1
30/06/2021,0.29,7,22,29,8,17,1
30/06/2021,0.24,7,22,29,7,27,1
30/06/2021,0.19,2,17,20,9,18,1
01/07/2021,-99,-99,-99,-99,-99,19,-99
01/07/2021,-99,-99,-99,-99,-99,17,-99
01/07/2021,-99,-99,-99,-99,-99,18,-99
01/07/2021,0.21,3,17,20,8,30,3
01/07/2021,0.19,9,23,32,4,39,4
01/07/2021,0.3,19,24,43,2,23,3
01/07/2021,0.56,35,27,62,2,27,2
01/07/2021,0.67,34,26,60,5,38,3
01/07/2021,0.49,26,21,47,9,44,2
01/07/2021,0.44,23,19,42,13,40,2
01/07/2021,0.39,16,19,35,19,32,2
01/07/2021,0.37,14,17,32,22,33,2
01/07/2021,0.37,21,21,41,22,46,2
01/07/2021,0.36,18,24,41,33,53,4
01/07/2021,0.53,7,27,34,26,46,2
01/07/2021,0.56,22,32,54,11,21,2
01/07/2021,0.58,27,28,55,15,22,2
01/07/2021,0.45,18,26,44,15,23,2
01/07/2021,0.54,17,34,51,9,24,2
01/07/2021,0.74,24,35,59,5,22,2
01/07/2021,0.59,31,34,64,3,29,4
01/07/2021,0.45,14,30,44,6,19,4
01/07/2021,0.31,12,28,40,3,16,2
01/07/2021,0.28,11,27,38,3,21,2
02/07/2021,0.1,4,17,20,10,18,3
02/07/2021,0.05,1,11,12,14,25,2
02/07/2021,0.07,9,23,32,3,27,2
02/07/2021,0.11,5,19,23,6,29,2
02/07/2021,0.23,7,19,25,7,27,3
02/07/2021,0.27,16,22,38,4,26,2
02/07/2021,0.7,66,24,91,2,12,3
02/07/2021,0.94,59,24,83,3,36,4
02/07/2021,0.77,62,23,84,5,18,3
02/07/2021,0.56,31,22,53,11,14,3
02/07/2021,0.52,33,24,57,20,23,4
02/07/2021,0.34,16,21,37,35,29,3
02/07/2021,0.53,14,27,41,53,45,3
02/07/2021,0.5,8,19,27,72,44,2
02/07/2021,0.38,5,23,28,63,39,2
02/07/2021,0.49,8,25,33,25,10,2
02/07/2021,0.41,8,27,35,10,23,2
02/07/2021,0.7,22,35,57,3,18,2
02/07/2021,0.72,20,34,54,3,17,2
02/07/2021,1.15,56,36,92,2,34,3
02/07/2021,1.42,88,37,126,2,33,3
02/07/2021,1.23,56,35,91,2,25,3
02/07/2021,1.05,47,28,75,2,31,2
02/07/2021,0.92,40,24,64,1,36,2
03/07/2021,0.47,22,21,43,2,24,2
03/07/2021,0.5,13,20,34,3,24,2
03/07/2021,0.23,5,19,24,4,18,1
03/07/2021,0.2,13,18,32,2,22,1
03/07/2021,0.55,51,19,71,1,46,3
03/07/2021,0.71,67,17,84,1,43,3
03/07/2021,0.93,93,19,113,2,56,3
03/07/2021,0.84,60,20,79,4,41,2
03/07/2021,0.65,38,23,61,9,59,2
03/07/2021,0.75,45,32,77,9,58,3
03/07/2021,0.77,37,36,73,20,69,3
03/07/2021,0.91,28,46,74,29,64,3
03/07/2021,0.82,13,28,41,40,37,2
03/07/2021,0.32,10,19,29,26,23,2
03/07/2021,0.36,13,18,31,20,26,3
03/07/2021,0.52,21,25,46,16,31,4
03/07/2021,0.79,36,39,76,8,48,5
03/07/2021,0.58,25,37,61,7,41,5
03/07/2021,0.66,31,37,69,3,31,3
03/07/2021,0.63,17,28,45,4,24,2
03/07/2021,0.58,12,21,33,4,19,2
03/07/2021,0.62,20,26,46,2,21,2
03/07/2021,0.76,35,30,65,2,38,3
03/07/2021,0.48,19,26,45,2,30,4
04/07/2021,0.42,17,20,37,2,11,2
04/07/2021,0.62,33,18,51,1,15,2
04/07/2021,0.65,37,16,53,1,18,2
04/07/2021,0.7,46,17,64,2,27,2
04/07/2021,0.64,52,17,69,2,45,3
04/07/2021,0.63,37,15,51,2,10,2
04/07/2021,1.02,69,16,85,2,29,2
04/07/2021,1.1,75,24,99,4,48,3
04/07/2021,1.22,92,39,131,8,85,8
04/07/2021,0.85,48,34,82,20,75,10
04/07/2021,0.53,20,34,54,38,76,6
04/07/2021,0.34,8,16,24,46,32,3
04/07/2021,0.23,6,12,18,61,30,3
04/07/2021,0.38,4,17,21,76,34,3
04/07/2021,0.16,2,10,13,59,27,2
04/07/2021,0.18,3,11,13,67,24,2
04/07/2021,0.31,14,31,45,44,21,3
04/07/2021,0.34,8,30,38,36,8,4
04/07/2021,0.38,2,25,27,39,40,2
04/07/2021,0.34,4,30,34,24,28,2
04/07/2021,0.36,3,29,32,20,28,3
04/07/2021,0.26,2,23,26,23,16,2
04/07/2021,0.3,3,33,36,13,29,3
04/07/2021,0.3,2,27,29,13,26,3
05/07/2021,0.22,2,18,20,10,19,2
05/07/2021,0.34,4,22,26,4,20,1
05/07/2021,0.41,8,21,30,2,20,2
05/07/2021,0.71,7,21,28,2,20,1
05/07/2021,0.55,35,19,55,2,27,2
05/07/2021,0.79,75,20,96,2,49,2
05/07/2021,1.41,115,25,140,2,52,3
05/07/2021,1.31,102,28,130,4,57,3
05/07/2021,1.26,82,43,126,10,82,7
05/07/2021,1,52,47,99,23,84,7
05/07/2021,0.6,17,27,44,43,47,4
05/07/2021,0.44,14,21,35,49,39,4
05/07/2021,0.33,10,23,32,55,44,3
05/07/2021,0.39,9,19,28,66,30,2
05/07/2021,0.24,8,15,23,71,29,3
05/07/2021,0.46,10,22,33,66,44,6
05/07/2021,0.29,7,19,26,61,34,5
05/07/2021,0.27,2,19,21,52,44,4
05/07/2021,-99,-99,-99,-99,-99,-99,-99
05/07/2021,-99,-99,-99,-99,-99,23,4
05/07/2021,-99,-99,-99,-99,-99,23,5
05/07/2021,-99,-99,-99,-99,-99,31,3
05/07/2021,-99,-99,-99,-99,-99,35,3
05/07/2021,-99,-99,-99,-99,-99,39,3
06/07/2021,-99,-99,-99,-99,-99,35,3
06/07/2021,-99,-99,-99,-99,-99,32,2
06/07/2021,-99,-99,-99,-99,-99,32,2
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,-99,-99
06/07/2021,-99,-99,-99,-99,-99,38,-99
06/07/2021,-99,-99,-99,-99,-99,49,5
06/07/2021,-99,-99,-99,-99,-99,59,12
06/07/2021,-99,-99,-99,-99,-99,33,6
06/07/2021,-99,-99,-99,-99,-99,14,3
06/07/2021,-99,-99,-99,-99,-99,15,3
06/07/2021,-99,-99,-99,-99,-99,38,4
06/07/2021,-99,-99,-99,-99,-99,50,14
06/07/2021,-99,-99,-99,-99,-99,53,8
06/07/2021,-99,-99,-99,-99,-99,30,3
06/07/2021,-99,-99,-99,-99,-99,28,2
07/07/2021,-99,-99,-99,-99,-99,27,-99
07/07/2021,-99,-99,-99,-99,-99,48,-99
07/07/2021,-99,-99,-99,-99,-99,29,-99
07/07/2021,0.39,7,23,30,5,40,1
07/07/2021,0.54,30,26,55,2,42,2
07/07/2021,0.78,51,25,76,2,51,2
07/07/2021,1.77,155,31,186,4,90,4
07/07/2021,2.05,164,39,203,2,108,4
07/07/2021,1.52,83,46,129,8,78,3
07/07/2021,1.19,33,54,86,27,74,9
07/07/2021,0.6,14,35,49,50,55,15
07/07/2021,0.81,15,46,61,59,81,11
07/07/2021,0.6,10,35,45,80,75,8
07/07/2021,0.65,9,36,45,92,71,7
07/07/2021,0.53,6,31,37,85,57,6
07/07/2021,0.57,3,34,38,65,46,3
07/07/2021,0.54,5,34,39,49,43,2
07/07/2021,1.04,16,46,62,30,42,2
07/07/2021,0.91,15,54,69,11,54,3
07/07/2021,0.88,13,48,61,8,38,2
07/07/2021,0.91,10,53,63,5,39,2
07/07/2021,0.78,9,47,56,6,44,2
07/07/2021,0.81,15,54,69,3,51,3
07/07/2021,0.62,6,44,50,5,49,6
08/07/2021,0.45,6,38,44,5,46,4
08/07/2021,0.33,4,29,34,11,45,4
08/07/2021,0.4,13,42,55,4,53,7
08/07/2021,0.43,29,50,79,2,64,9
08/07/2021,0.4,13,46,58,4,65,8
08/07/2021,0.47,23,43,66,3,60,6
08/07/2021,1.1,86,45,131,2,82,7
08/07/2021,0.87,36,40,76,5,40,4
08/07/2021,0.96,41,41,83,7,42,3
08/07/2021,0.57,23,31,55,17,26,2
08/07/2021,0.58,19,32,51,25,36,2
08/07/2021,0.53,12,25,37,44,34,2
08/07/2021,0.58,12,34,46,44,38,2
08/07/2021,0.5,9,26,35,57,36,2
08/07/2021,0.41,10,26,36,61,26,2
08/07/2021,0.64,3,19,22,57,28,1
08/07/2021,0.55,7,28,35,43,35,1
08/07/2021,0.56,6,30,36,39,26,2
08/07/2021,0.69,7,47,54,28,38,4
08/07/2021,0.52,4,36,40,39,46,2
08/07/2021,0.66,7,47,53,22,48,3
08/07/2021,0.64,5,46,52,16,49,3
08/07/2021,0.44,1,29,30,26,36,3
08/07/2021,0.46,2,39,41,15,40,6
09/07/2021,0.21,1,17,17,21,19,2
09/07/2021,0.08,1,16,17,14,10,1
09/07/2021,0.06,3,20,23,11,11,2
09/07/2021,0.13,2,17,19,12,10,1
09/07/2021,0.35,29,25,54,3,18,2
09/07/2021,0.65,57,27,84,2,25,2
09/07/2021,1.09,95,33,129,2,63,3
09/07/2021,1.09,91,33,124,3,50,3
09/07/2021,0.96,59,35,93,7,39,3
09/07/2021,1.08,65,43,107,12,53,4
09/07/2021,0.57,25,34,59,30,36,2
09/07/2021,0.62,17,38,54,39,45,2
09/07/2021,0.47,13,28,40,54,40,2
09/07/2021,0.43,11,21,32,43,24,3
09/07/2021,0.34,12,17,30,41,21,3
09/07/2021,0.35,8,20,28,49,26,2
09/07/2021,0.26,5,17,22,55,39,2
09/07/2021,0.38,8,22,30,40,38,4
09/07/2021,0.68,13,40,53,19,30,5
09/07/2021,0.7,16,48,64,10,56,7
09/07/2021,0.35,6,32,38,14,33,12
09/07/2021,0.32,5,28,33,15,25,14
09/07/2021,0.19,2,18,20,16,25,16
09/07/2021,0.11,2,20,22,12,36,5
10/07/2021,0.22,3,21,24,9,37,9
10/07/2021,0.17,4,24,28,5,33,6
10/07/2021,0.09,2,22,24,10,29,3
10/07/2021,0.22,6,23,30,6,33,3
10/07/2021,0.37,33,27,60,2,49,3
10/07/2021,0.54,47,28,75,1,64,3
10/07/2021,0.82,72,24,95,2,52,3
10/07/2021,0.68,53,23,76,4,53,3
10/07/2021,0.96,69,35,104,6,97,3
10/07/2021,0.78,50,37,88,13,88,3
10/07/2021,0.51,20,33,52,31,78,3
10/07/2021,0.51,12,32,44,46,77,3
10/07/2021,0.43,9,29,38,62,99,2
10/07/2021,0.35,6,22,29,75,82,2
10/07/2021,0.27,5,17,22,67,47,3
10/07/2021,0.25,6,14,20,57,36,2
10/07/2021,0.28,9,21,30,38,46,2
10/07/2021,0.49,8,16,24,42,49,2
10/07/2021,0.25,5,19,24,30,52,2
10/07/2021,0.33,8,27,34,21,38,3
10/07/2021,0.26,5,25,30,15,39,5
10/07/2021,0.22,5,22,27,13,46,2
10/07/2021,0.12,2,16,18,17,22,1
10/07/2021,0.09,2,15,17,17,36,1
11/07/2021,0.1,1,12,14,18,28,1
11/07/2021,0.12,2,16,18,12,30,5
11/07/2021,0.1,2,20,22,10,38,3
11/07/2021,0.12,3,21,24,10,50,5
11/07/2021,0.16,2,20,22,8,48,9
11/07/2021,0.33,13,24,36,2,47,13
11/07/2021,0.55,18,23,42,5,46,12
11/07/2021,0.33,11,18,28,12,37,12
11/07/2021,0.36,16,18,34,14,51,16
11/07/2021,0.34,13,18,31,22,72,15
11/07/2021,0.29,8,14,22,37,61,9
11/07/2021,0.22,5,13,19,49,61,5
11/07/2021,0.3,6,16,21,70,66,7
11/07/2021,0.23,4,12,16,75,60,7
11/07/2021,0.28,4,12,17,75,39,6
11/07/2021,0.28,4,12,17,79,47,6
11/07/2021,0.16,4,13,16,72,34,3
11/07/2021,0.28,4,14,17,62,28,2
11/07/2021,0.2,5,17,22,37,18,2
11/07/2021,0.28,5,27,32,26,16,3
11/07/2021,0.25,4,23,26,20,26,2
11/07/2021,0.21,2,20,22,17,30,1
11/07/2021,0.08,1,12,13,22,32,1
11/07/2021,0.03,1,10,11,22,25,2
12/07/2021,0.03,1,10,11,21,24,3
12/07/2021,0.02,0,10,10,20,29,3
12/07/2021,0.06,0,9,9,22,29,7
12/07/2021,0.05,1,14,15,13,37,4
12/07/2021,0.05,2,15,17,13,44,3
12/07/2021,0.26,11,22,33,5,53,5
12/07/2021,0.39,18,26,43,4,68,6
12/07/2021,0.61,31,26,57,8,77,11
12/07/2021,0.64,36,23,59,12,75,13
12/07/2021,0.51,24,27,51,16,92,11
12/07/2021,0.53,24,31,56,24,92,11
12/07/2021,0.42,12,30,42,44,82,6
12/07/2021,0.49,9,26,35,65,88,3
12/07/2021,0.35,5,20,25,77,75,3
12/07/2021,0.28,7,17,24,73,79,2
12/07/2021,0.27,5,13,18,70,70,2
12/07/2021,0.22,5,12,18,61,57,2
12/07/2021,0.27,9,21,30,35,131,2
12/07/2021,0.23,8,21,29,23,132,2
12/07/2021,0.16,10,20,29,17,83,2
12/07/2021,0.24,5,23,28,13,74,3
12/07/2021,0.08,3,14,17,23,54,2
12/07/2021,0.06,1,12,13,37,16,2
12/07/2021,0.03,0,12,13,38,19,2
13/07/2021,-99,-99,-99,-99,-99,25,-99
13/07/2021,-99,-99,-99,-99,-99,33,-99
13/07/2021,-99,-99,-99,-99,-99,40,-99
13/07/2021,0.04,1,10,12,18,49,2
13/07/2021,0.12,2,14,17,13,51,20
13/07/2021,0.29,15,22,36,5,55,14
13/07/2021,0.42,24,24,48,4,49,11
13/07/2021,0.56,31,23,54,5,56,8
13/07/2021,0.57,29,22,51,11,52,7
13/07/2021,0.43,25,21,46,16,71,6
13/07/2021,0.37,14,22,35,26,69,5
13/07/2021,0.36,9,16,25,44,66,3
13/07/2021,0.23,7,10,17,53,53,2
13/07/2021,0.27,10,14,23,51,48,2
13/07/2021,0.31,7,24,31,36,19,2
13/07/2021,0.65,10,38,49,24,42,2
13/07/2021,0.8,14,49,63,17,34,3
13/07/2021,0.82,16,48,63,14,36,4
13/07/2021,0.46,8,33,42,17,26,2
13/07/2021,0.45,6,34,39,19,16,2
13/07/2021,0.41,6,35,42,17,22,2
13/07/2021,0.45,5,33,38,14,19,2
13/07/2021,0.34,3,28,31,14,25,2
13/07/2021,0.24,3,30,33,8,36,3
14/07/2021,0.08,1,21,23,13,19,3
14/07/2021,0,1,16,17,15,16,2
14/07/2021,0,1,12,13,17,13,1
14/07/2021,0,3,21,25,9,27,1
14/07/2021,0.12,7,22,29,7,37,3
14/07/2021,0.34,29,26,55,3,40,5
14/07/2021,0.62,49,27,76,2,53,4
14/07/2021,0.73,58,28,86,5,74,5
14/07/2021,0.41,28,22,50,9,46,2
14/07/2021,0.3,18,16,34,20,46,2
14/07/2021,0.35,19,23,42,29,49,2
14/07/2021,0.48,19,26,45,37,67,3
14/07/2021,0.32,9,18,27,54,59,2
14/07/2021,0.18,8,18,25,56,47,3
14/07/2021,0.16,5,12,17,54,30,2
14/07/2021,0.18,7,16,23,40,34,2
14/07/2021,0.39,10,29,38,13,-99,2
14/07/2021,0.48,10,29,39,18,26,1
14/07/2021,0.62,12,32,44,11,20,2
14/07/2021,0.54,20,28,48,6,27,2
14/07/2021,0.33,14,28,42,5,29,3
14/07/2021,0.26,10,24,34,6,21,2
14/07/2021,0.13,3,19,22,9,20,1
14/07/2021,0.04,2,18,19,11,22,1
15/07/2021,0.01,1,16,18,11,14,2
15/07/2021,0.08,1,12,13,13,26,9
15/07/2021,0.12,1,14,15,11,31,14
15/07/2021,0.12,2,20,23,10,25,6
15/07/2021,0.14,5,23,28,9,32,5
15/07/2021,0.39,24,29,53,4,37,25
15/07/2021,0.58,37,29,66,2,48,37
15/07/2021,0.73,32,25,56,8,54,48
15/07/2021,0.59,36,22,58,11,51,18
15/07/2021,0.56,29,25,54,17,64,10
15/07/2021,0.47,26,27,53,21,65,7
15/07/2021,0.37,14,23,37,35,53,5
15/07/2021,0.41,14,30,43,47,57,4
15/07/2021,0.59,16,24,41,42,49,2
15/07/2021,0.35,11,24,34,35,45,2
15/07/2021,0.31,6,21,27,32,42,2
15/07/2021,0.49,6,32,38,32,51,2
15/07/2021,0.54,11,37,49,23,55,3
15/07/2021,0.36,11,26,37,11,38,5
15/07/2021,0.28,11,24,35,7,35,6
15/07/2021,0.41,16,20,37,6,22,4
15/07/2021,0.2,3,19,22,13,10,2
15/07/2021,0.2,1,16,17,18,4,2
15/07/2021,0.22,2,24,26,10,7,2
16/07/2021,0.23,9,31,40,4,20,2
16/07/2021,0.37,15,33,49,2,29,2
16/07/2021,0.34,11,32,43,2,31,2
16/07/2021,0.42,19,30,48,1,16,2
16/07/2021,0.47,30,29,59,0,26,3
16/07/2021,0.85,62,24,86,2,35,3
16/07/2021,0.98,65,27,92,2,30,2
16/07/2021,1.83,125,31,156,3,67,4
16/07/2021,0.83,61,29,90,9,49,3
16/07/2021,0.61,31,32,64,21,47,3
16/07/2021,0.35,14,23,37,36,49,2
16/07/2021,0.42,17,32,49,44,56,2
16/07/2021,0.41,9,24,33,63,54,2
16/07/2021,0.36,8,24,32,76,54,3
16/07/2021,0.29,6,23,29,79,47,2
16/07/2021,0.23,5,19,24,75,63,2
16/07/2021,0.44,6,31,37,30,47,2
16/07/2021,0.35,6,24,30,29,46,2
16/07/2021,0.45,10,32,42,23,52,5
16/07/2021,0.63,18,35,54,13,49,5
16/07/2021,0.24,5,20,26,19,32,2
16/07/2021,0.33,4,24,29,16,38,2
16/07/2021,0.19,2,19,21,21,33,4
16/07/2021,0.22,2,20,22,14,31,13
17/07/2021,0.12,2,17,18,16,34,7
17/07/2021,0.18,2,20,21,9,41,16
17/07/2021,0.21,4,20,24,6,34,17
17/07/2021,0.26,6,21,27,5,41,15
17/07/2021,0.28,9,20,29,3,42,11
17/07/2021,0.49,34,25,59,2,61,14
17/07/2021,0.67,46,27,73,2,68,11
17/07/2021,0.57,41,22,63,6,66,12
17/07/2021,0.65,34,23,56,11,97,16
17/07/2021,0.72,40,26,67,14,118,16
17/07/2021,0.54,25,32,56,21,118,13
17/07/2021,0.48,17,25,42,32,115,13
17/07/2021,0.34,10,21,31,50,99,9
17/07/2021,0.26,8,13,22,56,72,7
17/07/2021,0.28,8,13,21,53,78,8
17/07/2021,0.2,5,13,19,54,62,3
17/07/2021,0.16,8,13,21,37,73,2
17/07/2021,0.24,7,11,17,36,55,2
17/07/2021,0.21,5,12,17,29,49,2
17/07/2021,0.06,4,13,16,26,51,3
17/07/2021,0.16,6,23,28,13,56,3
17/07/2021,0.12,4,19,23,14,57,8
17/07/2021,0.07,2,15,17,17,44,2
17/07/2021,0.06,2,15,16,16,35,4
18/07/2021,0.14,3,21,24,8,41,11
18/07/2021,0.15,2,16,18,8,36,16
18/07/2021,0.27,2,15,18,7,46,29
18/07/2021,0.27,3,17,20,6,44,39
18/07/2021,0.2,6,17,23,6,44,36
18/07/2021,0.27,9,17,26,4,41,22
18/07/2021,0.42,25,21,46,3,56,21
18/07/2021,0.56,43,25,68,4,80,30
18/07/2021,0.5,46,23,69,6,80,26
18/07/2021,0.44,29,24,53,18,71,18
18/07/2021,0.31,15,18,33,34,51,9
18/07/2021,0.34,14,23,37,41,66,10
18/07/2021,0.23,6,16,22,60,48,7
18/07/2021,0.22,5,11,15,65,42,5
18/07/2021,0.13,6,11,17,57,26,3
18/07/2021,0.12,4,10,14,50,27,3
18/07/2021,0.13,4,11,16,40,33,2
18/07/2021,0.18,7,16,23,22,36,2
18/07/2021,0.15,7,9,16,24,41,2
18/07/2021,0.17,5,12,17,22,24,2
18/07/2021,0.14,1,17,18,33,16,1
18/07/2021,0.28,4,23,27,25,21,2
18/07/2021,0.05,2,17,18,20,37,2
18/07/2021,0.06,1,16,17,20,32,3
19/07/2021,-99,-99,-99,-99,-99,25,-99
19/07/2021,-99,-99,-99,-99,-99,22,-99
19/07/2021,-99,-99,-99,-99,-99,12,-99
19/07/2021,-99,0,6,7,27,9,1
19/07/2021,0.12,11,23,34,10,19,1
19/07/2021,0.38,33,30,62,2,38,3
19/07/2021,0.5,37,32,69,3,48,5
19/07/2021,0.62,50,27,77,7,55,20
19/07/2021,0.96,55,34,90,12,85,34
19/07/2021,0.54,24,24,47,25,67,14
19/07/2021,0.56,24,32,56,34,51,5
19/07/2021,0.5,17,36,53,45,57,4
19/07/2021,0.28,9,25,35,64,49,3
19/07/2021,0.24,7,21,28,70,34,3
19/07/2021,0.29,7,19,26,75,29,4
19/07/2021,0.22,5,14,19,79,43,3
19/07/2021,0.24,7,17,22,66,43,2
19/07/2021,0.44,9,20,29,47,29,2
19/07/2021,0.25,8,16,23,33,62,2
19/07/2021,0.19,5,14,19,28,61,2
19/07/2021,0.16,2,16,18,35,29,2
19/07/2021,0.08,2,13,15,36,18,1
19/07/2021,0.09,1,15,15,32,15,2
19/07/2021,0.12,1,19,19,24,13,2
20/07/2021,0.16,1,20,21,18,13,2
20/07/2021,0,0,9,9,29,9,1
20/07/2021,0,0,8,8,29,17,5
20/07/2021,0,0,13,13,22,12,6
20/07/2021,0.18,6,18,24,15,18,7
20/07/2021,0.82,63,37,100,2,26,7
20/07/2021,0.98,81,36,117,3,34,7
20/07/2021,1.09,76,33,109,6,32,7
20/07/2021,0.97,71,38,109,10,60,13
20/07/2021,0.53,25,32,57,24,42,12
20/07/2021,0.56,26,38,64,35,47,11
20/07/2021,0.52,16,29,45,58,60,9
20/07/2021,0.5,6,23,29,82,57,8
20/07/2021,0.38,6,27,33,81,69,7
20/07/2021,0.21,3,15,18,83,59,5
20/07/2021,0.33,5,21,26,61,51,4
20/07/2021,0.5,16,40,56,29,58,4
20/07/2021,0.44,13,38,50,15,35,3
20/07/2021,0.47,17,33,50,7,33,2
20/07/2021,0.36,9,26,35,8,36,2
20/07/2021,0.39,14,27,41,4,32,2
20/07/2021,0.32,14,28,42,2,29,2
20/07/2021,0.23,9,24,33,3,35,2
20/07/2021,0.19,10,23,33,3,28,2
21/07/2021,0.12,9,22,31,3,29,2
21/07/2021,0.08,4,21,25,4,25,2
21/07/2021,0.12,16,22,38,3,33,2
21/07/2021,0.21,17,24,41,1,46,3
21/07/2021,0.29,25,23,48,1,42,3
21/07/2021,0.46,46,24,70,2,51,3
21/07/2021,0.53,48,22,70,2,45,4
21/07/2021,0.6,46,21,67,4,45,4
21/07/2021,0.57,39,23,62,10,61,4
21/07/2021,0.64,46,30,76,13,70,5
21/07/2021,0.53,32,30,62,26,63,5
21/07/2021,0.49,19,30,49,47,52,4
21/07/2021,0.46,11,22,33,74,63,3
21/07/2021,0.4,8,18,26,78,54,3
21/07/2021,0.36,5,16,21,78,45,2
21/07/2021,0.31,5,16,21,73,36,2
21/07/2021,0.27,8,21,29,53,38,2
21/07/2021,0.45,11,27,38,24,36,1
21/07/2021,0.49,7,31,38,19,32,1
21/07/2021,0.43,6,28,34,17,15,2
21/07/2021,0.24,5,22,26,19,24,1
21/07/2021,0.25,4,22,26,13,26,1
21/07/2021,0.17,1,19,20,17,26,7
21/07/2021,0.11,2,22,24,10,28,15
22/07/2021,0.07,2,21,23,12,31,9
22/07/2021,0.06,1,19,20,13,25,8
22/07/2021,0.04,2,24,27,9,24,3
22/07/2021,0,1,17,19,16,16,2
22/07/2021,0.09,2,16,18,16,12,2
22/07/2021,0.44,33,32,65,3,19,2
22/07/2021,0.62,42,33,75,4,47,3
22/07/2021,0.49,27,22,49,14,43,4
22/07/2021,0.34,26,20,46,16,26,3
22/07/2021,0.37,25,24,50,19,25,4
22/07/2021,0.53,27,29,56,26,42,4
22/07/2021,0.42,14,28,42,45,52,4
22/07/2021,0.43,9,23,32,66,50,3
22/07/2021,0.58,10,26,36,55,54,2
22/07/2021,0.29,7,19,26,59,53,5
22/07/2021,0.26,4,22,26,56,30,5
22/07/2021,0.35,5,30,34,41,19,1
22/07/2021,0.65,14,37,51,23,15,2
22/07/2021,0.69,10,38,48,17,24,2
22/07/2021,0.56,9,34,43,15,28,1
22/07/2021,0.33,7,27,33,13,25,1
22/07/2021,0.22,5,25,29,12,35,1
22/07/2021,0.11,2,18,20,17,33,1
22/07/2021,0.05,1,16,18,16,37,1
23/07/2021,0.02,1,12,13,18,38,2
23/07/2021,0.09,1,14,16,13,31,6
23/07/2021,0.15,2,16,18,8,48,11
23/07/2021,0.2,2,14,15,11,35,17
